,STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
10067,       4336;19780725;    5;   5.0;   1.2;    5;   0.0;   0;   11.800;   0;   3.3;  14.5;  978.10;   20.0;   63.00;   24.5;   12.3; 
10068,       4336;19780726;    5;   9.1;   2.9;    5;   3.7;   1;    5.200;   0;   7.0;  16.6;  974.50;   17.9;   79.00;   23.0;   15.4; 
10069,       4336;19780727;    5;   5.1;   1.2;    5;   0.0;   0;    7.900;   0;   4.0;  15.9;  979.80;   19.3;   73.00;   23.5;   15.4; 
10070,       4336;19780728;    5;  15.2;   0.9;    5;   0.0;   0;   13.200;   0;   2.0;  16.6;  981.90;   22.3;   63.00;   27.7;   14.5; 
10071,       4336;19780729;    5;   5.8;   1.9;    5;   0.0;   0;   13.400;   0;   2.0;  16.6;  981.30;   23.9;   56.00;   28.9;   17.0; 
10072,       4336;19780730;    5;   7.6;   3.6;    5;   0.0;   0;   12.000;   0;   3.0;  15.9;  975.30;   24.0;   55.00;   29.2;   18.3; 
10073,       4336;19780731;    5;  20.8;   2.5;    5;  29.2;   1;    4.300;   0;   6.0;  18.1;  972.50;   18.3;   85.00;   24.7;   17.1; 
10074,       4336;19780801;    5;   7.7;   1.3;    5;   9.3;   1;    0.200;   0;   7.3;  15.2;  976.00;   14.1;   94.00;   17.9;   13.3; 
10075,       4336;19780802;    5;   8.9;   2.4;    5;   0.3;   1;    7.600;   0;   5.3;  13.9;  976.60;   17.4;   72.00;   22.5;   12.0; 
10076,       4336;19780803;    5;  10.0;   2.4;    5;   0.0;   1;    7.100;   0;   4.7;  13.6;  976.00;   16.6;   72.00;   20.5;   12.8; 
10077,       4336;19780804;    5;   9.1;   2.0;    5;   0.0;   0;    7.100;   0;   5.3;  13.6;  979.00;   16.0;   74.00;   20.2;   11.7; 
10078,       4336;19780805;    5;   7.2;   1.0;    5;   0.0;   1;    5.400;   0;   6.7;  12.7;  979.10;   16.2;   71.00;   20.7;   10.4; 
10079,       4336;19780806;    5;   7.1;   1.6;    5;   0.0;   1;    5.700;   0;   6.3;  14.9;  972.40;   17.6;   73.00;   22.2;   14.2; 
10080,       4336;19780807;    5;   5.9;   1.8;    5;   0.8;   1;    0.000;   0;   8.0;  12.2;  967.10;   13.2;   80.00;   16.3;   12.1; 
10081,       4336;19780808;    5;  11.2;   3.5;    5;   2.9;   1;    3.300;   0;   5.3;  12.2;  970.80;   12.9;   81.00;   17.6;   11.1; 
10082,       4336;19780809;    5;   9.0;   2.9;    5;   4.6;   1;    3.100;   0;   6.7;  13.2;  976.20;   13.3;   85.00;   17.5;   10.7; 
10083,       4336;19780810;    5;   7.0;   1.7;    5;   5.6;   1;    2.900;   0;   6.7;  13.1;  979.80;   13.6;   84.00;   18.0;   11.0; 
10084,       4336;19780811;    5;   7.4;   1.3;    5;   0.0;   0;    6.000;   0;   5.0;  12.8;  982.70;   13.7;   82.00;   18.7;    9.2; 
10085,       4336;19780812;    5;   5.0;   0.9;    5;   0.0;   1;    1.300;   0;   7.0;  11.1;  982.10;   13.9;   71.00;   17.9;    8.2; 
10086,       4336;19780813;    5;   6.0;   1.0;    5;  13.1;   1;    3.200;   0;   5.7;  13.1;  979.20;   12.5;   90.00;   15.8;   11.5; 
10087,       4336;19780814;    5;   5.7;   1.5;    5;   0.0;   0;    9.400;   0;   5.0;  12.9;  978.20;   15.6;   76.00;   21.1;    8.4; 
10088,       4336;19780815;    5;  11.0;   4.2;    5;   2.0;   1;    7.300;   0;   5.0;  15.0;  974.20;   17.1;   74.00;   23.4;   11.2; 
10089,       4336;19780816;    5;  11.1;   3.4;    5;   0.0;   1;   10.100;   0;   5.0;  13.1;  979.30;   16.3;   70.00;   19.8;   14.2; 
10090,       4336;19780817;    5;   8.9;   2.1;    5;   0.0;   0;   10.500;   0;   4.7;  11.9;  983.40;   14.6;   72.00;   18.4;   10.6; 
10091,       4336;19780818;    5;   9.2;   2.1;    5;   0.0;   0;   13.400;   0;   2.0;  10.4;  985.10;   14.8;   62.00;   19.7;    7.6; 
10092,       4336;19780819;    5;  10.0;   4.6;    5;   0.0;   0;   13.500;   0;   1.7;  10.4;  981.70;   16.2;   57.00;   21.8;    9.6; 
10093,       4336;19780820;    5;   5.0;   2.1;    5;   0.0;   0;   12.700;   0;   2.0;  14.2;  979.80;   19.1;   65.00;   25.6;   11.8; 
10094,       4336;19780821;    5;   4.0;   0.7;    5;   0.0;   0;   11.000;   0;   1.0;  16.6;  981.10;   21.1;   68.00;   26.7;   13.8; 
10095,       4336;19780822;    5;   5.5;   1.1;    5;   0.0;   0;   12.000;   0;   1.0;  16.6;  980.50;   19.4;   74.00;   25.8;   13.2; 
10096,       4336;19780823;    5;   7.3;   1.8;    5;   0.0;   0;    3.200;   0;   4.7;  15.7;  981.60;   17.6;   79.00;   22.9;   12.1; 
10097,       4336;19780824;    5;   8.5;   3.4;    5;   0.0;   0;   12.100;   0;   1.3;  12.1;  984.50;   17.8;   61.00;   22.6;   12.4; 
10098,       4336;19780825;    5;   6.2;   1.7;    5;   0.0;   0;   11.600;   0;   3.7;  11.8;  984.10;   15.0;   68.00;   21.8;   10.8; 
10099,       4336;19780826;    5;   7.7;   1.9;    5;   0.0;   0;    5.400;   0;   4.0;   9.3;  983.50;   11.6;   67.00;   15.4;    8.6; 
10100,       4336;19780827;    5;   8.2;   1.9;    5;   0.1;   1;    8.100;   0;   4.7;  10.0;  980.50;   12.1;   72.00;   17.7;    5.2; 
10101,       4336;19780828;    5;   6.2;   1.8;    5;   0.0;   0;   11.700;   0;   2.0;   8.4;  982.80;   12.0;   62.00;   17.6;    4.7; 
10102,       4336;19780829;    5;   5.7;   1.2;    5;   0.5;   1;    9.400;   0;   4.7;  10.2;  979.60;   14.2;   65.00;   19.4;    6.3; 
10103,       4336;19780830;    5;   9.9;   2.7;    5;   2.8;   1;    5.000;   0;   7.0;  10.3;  975.10;   11.8;   74.00;   15.4;   10.4; 
10104,       4336;19780831;    5;  10.4;   2.7;    5;   4.8;   1;    1.200;   0;   7.0;  10.2;  976.20;    9.6;   85.00;   12.4;    7.6; 
10105,       4336;19780901;    5;   6.2;   2.3;    5;   3.5;   1;    0.000;   0;   7.3;  10.9;  972.50;    9.3;   94.00;   11.1;    7.2; 
10106,       4336;19780902;    5;  10.0;   2.2;    5;   0.0;   0;    4.600;   0;   4.3;  10.7;  974.40;   10.6;   83.00;   14.9;    9.1; 
10107,       4336;19780903;    5;   6.9;   1.3;    5;   0.0;   0;    4.000;   0;   4.7;   9.5;  975.90;   10.7;   76.00;   16.6;    4.1; 
10108,       4336;19780904;    5;   6.3;   1.2;    5;   0.0;   0;   10.100;   0;   3.3;  10.9;  972.00;   13.7;   72.00;   19.6;    6.4; 
10109,       4336;19780905;    5;   6.2;   1.8;    5;   1.7;   1;    8.500;   0;   3.7;  12.2;  968.90;   15.2;   72.00;   20.7;    8.6; 
10110,       4336;19780906;    5;  13.5;   3.8;    5;   5.5;   1;    1.600;   0;   7.0;  14.8;  966.90;   14.6;   88.00;   17.8;   11.9; 
10111,       4336;19780907;    5;   8.2;   2.9;    5;   4.7;   1;    0.500;   0;   7.7;  14.5;  971.70;   14.6;   87.00;   17.5;   11.8; 
10112,       4336;19780908;    5;   6.9;   2.6;    5;   0.0;   1;    1.600;   0;   7.0;  14.8;  979.00;   14.2;   89.00;   17.7;   13.0; 
10113,       4336;19780909;    5;   8.8;   2.9;    5;   3.3;   1;    1.700;   0;   7.0;  15.3;  980.70;   14.2;   93.00;   19.4;   11.4; 
10114,       4336;19780910;    5;  13.2;   4.9;    5;   0.3;   1;    4.900;   0;   6.3;  13.9;  981.80;   17.4;   74.00;   20.7;   11.1; 
10115,       4336;19780911;    5;  16.1;   6.0;    5;   7.1;   1;    0.700;   0;   5.0;  14.9;  974.50;   15.3;   81.00;   20.6;   13.0; 
10116,       4336;19780912;    5;  11.5;   3.7;    5;   0.4;   1;    5.400;   0;   4.0;  11.2;  983.90;   11.5;   81.00;   15.3;   10.5; 
10117,       4336;19780913;    5;   7.5;   1.5;    5;   0.0;   0;   10.400;   0;   1.0;   9.9;  985.30;   12.2;   73.00;   18.6;    5.6; 
10118,       4336;19780914;    5;   7.0;   2.1;    5;   0.0;   0;    9.400;   0;   5.0;  12.0;  978.30;   16.0;   69.00;   21.3;    8.6; 
10119,       4336;19780915;    5;  10.3;   2.6;    5;   0.0;   0;    9.000;   0;   5.3;  11.6;  983.10;   13.2;   79.00;   17.2;    7.8; 
10120,       4336;19780916;    5;   6.7;   1.3;    5;   0.0;   0;    6.700;   0;   4.0;  13.2;  986.00;   13.6;   84.00;   18.5;    9.9; 
10121,       4336;19780917;    5;  11.2;   1.8;    5;   0.0;   0;    9.500;   0;   2.7;  13.1;  983.50;   14.7;   79.00;   22.4;    7.9; 
10122,       4336;19780918;    5;   5.8;   0.9;    5;   0.0;   0;    7.600;   0;   4.0;   9.5;  985.10;   10.8;   75.00;   16.5;    5.7; 
10123,       4336;19780919;    5;   8.7;   1.9;    5;   0.0;   0;    3.700;   0;   5.7;  10.0;  982.70;   10.6;   80.00;   14.8;    5.0; 
10124,       4336;19780920;    5;   6.0;   1.3;    5;   0.0;   0;    9.200;   0;   3.3;   7.5;  988.90;    8.3;   69.00;   13.8;    2.5; 
10125,       4336;19780921;    5;   6.8;   1.5;    5;   0.0;   1;    0.900;   0;   4.3;  11.2;  990.20;   11.0;   86.00;   15.4;    4.4; 
10126,       4336;19780922;    5;   8.0;   1.7;    5;   0.0;   0;    0.000;   0;   7.3;  12.9;  985.30;   12.1;   94.00;   16.2;    8.4; 
10127,       4336;19780923;    5;   6.6;   2.3;    5;   0.0;   0;    1.100;   0;   5.7;  12.6;  982.90;   12.7;   87.00;   17.4;   10.6; 
10128,       4336;19780924;    5;   7.4;   2.2;    5;   0.0;   0;    7.600;   0;   4.0;   9.5;  982.70;   15.2;   59.00;   21.9;    8.7; 
10129,       4336;19780925;    5;   8.3;   1.7;    5;   0.0;   0;   10.300;   0;   0.3;  11.4;  982.40;   15.6;   67.00;   22.6;    9.3; 
10130,       4336;19780926;    5;  10.2;   2.1;    5;   2.6;   1;    2.400;   0;   7.0;  12.3;  982.80;   10.1;   95.00;   16.4;    8.4; 
10131,       4336;19780927;    5;   9.3;   3.3;    5;   1.9;   1;    0.200;   0;   7.0;  10.9;  977.80;    8.9;   93.00;   12.4;    8.1; 
10132,       4336;19780928;    5;  10.5;   3.7;    5;  15.0;   1;    0.000;   0;   8.0;  10.9;  975.70;    9.2;   95.00;   10.0;    7.0; 
10133,       4336;19780929;    5;  14.0;   6.5;    5;   7.6;   1;    1.800;   0;   7.3;  11.7;  969.80;   10.3;   92.00;   13.3;    8.4; 
10134,       4336;19780930;    5;  13.1;   5.7;    5;   1.9;   1;    5.000;   0;   6.3;   9.0;  968.90;    8.4;   81.00;   11.2;    6.2; 
10135,       4336;19781001;    5;   8.0;   3.2;    5;   0.2;   1;    0.000;   0;   6.3;   9.4;  971.80;    7.4;   92.00;    8.9;    5.4; 
10136,       4336;19781002;    5;   7.7;   3.7;    5;   0.0;   0;    5.100;   0;   6.3;   8.8;  978.00;    8.9;   80.00;   12.9;    3.8; 
10137,       4336;19781003;    5;   7.2;   3.4;    5;   0.0;   0;    0.800;   0;   7.7;   9.4;  975.70;    8.0;   87.00;   11.0;    6.5; 
10138,       4336;19781004;    5;   7.5;   2.4;    5;   0.8;   1;    0.800;   0;   7.3;   9.7;  979.90;    7.6;   94.00;   10.2;    4.4; 
10139,       4336;19781005;    5;   9.7;   2.9;    5;   0.0;   0;    0.400;   0;   7.3;   9.1;  986.50;    9.3;   81.00;   12.1;    4.5; 
10140,       4336;19781006;    5;   6.1;   2.0;    5;   0.0;   0;    0.000;   0;   6.7;  11.3;  986.30;   10.8;   87.00;   13.7;    9.0; 
10141,       4336;19781007;    5;   6.6;   3.1;    5;   0.0;   0;   10.300;   0;   0.7;  11.0;  983.00;   11.6;   80.00;   17.7;    6.1; 
10142,       4336;19781008;    5;   5.1;   1.8;    5;   0.0;   0;   10.300;   0;   0.3;  11.7;  981.30;   14.7;   70.00;   21.1;    9.6; 
10143,       4336;19781009;    5;   8.1;   2.2;    5;   0.0;   0;    9.600;   0;   5.3;  12.5;  980.60;   15.9;   69.00;   21.4;   11.4; 
10144,       4336;19781010;    5;   6.4;   2.5;    5;   0.0;   0;    6.900;   0;   6.0;  13.4;  981.00;   16.4;   70.00;   23.1;   11.9; 
10145,       4336;19781011;    5;   6.3;   2.2;    5;   0.0;   0;    8.800;   0;   2.0;  13.0;  985.50;   13.6;   82.00;   20.5;    9.8; 
10146,       4336;19781012;    5;   7.0;   3.5;    5;   0.0;   0;    4.800;   0;   3.0;  12.0;  986.30;   11.2;   90.00;   15.8;    8.0; 
10147,       4336;19781013;    5;   3.5;   1.3;    5;   0.0;   0;    1.300;   0;   5.3;  10.8;  983.50;    8.0;   96.00;   12.5;    6.4; 
10148,       4336;19781014;    5;   3.0;   0.5;    5;   0.0;   0;    7.300;   0;   2.0;  12.1;  982.30;   13.0;   83.00;   19.1;    5.9; 
10149,       4336;19781015;    5;   4.5;   0.5;    5;   0.0;   0;    9.200;   0;   1.3;  12.6;  980.90;   12.9;   85.00;   19.3;    5.8; 
10150,       4336;19781016;    5;  10.2;   2.8;    5;   3.7;   1;    0.700;   0;   7.7;  12.7;  978.30;   11.4;   91.00;   14.5;   10.1; 
10151,       4336;19781017;    5;   7.9;   3.1;    5;   5.6;   1;    0.000;   0;   8.0;   9.2;  968.50;    6.0;   96.00;   10.3;    4.8; 
10152,       4336;19781018;    5;   9.6;   3.2;    5;   0.0;   0;    7.100;   0;   3.3;   7.7;  979.60;    5.5;   84.00;    9.7;    3.5; 
10153,       4336;19781019;    5;   7.9;   2.6;    5;   0.0;   0;    6.600;   0;   2.7;   7.4;  984.90;    5.0;   85.00;    9.6;    0.5; 
10154,       4336;19781020;    5;   5.5;   1.7;    5;   0.5;   1;    8.100;   0;   3.7;   7.3;  981.30;    6.4;   79.00;   11.2;    0.9; 
10155,       4336;19781021;    5;   5.4;   1.3;    5;   0.0;   0;    2.000;   0;   5.0;   8.3;  982.70;    6.9;   82.00;   10.3;    5.1; 
10156,       4336;19781022;    5;   8.2;   3.1;    5;   3.4;   1;    0.000;   0;   8.0;   9.0;  980.80;    7.9;   87.00;    9.7;    1.4; 
10157,       4336;19781023;    5;   6.0;   1.6;    5;   0.0;   0;    3.400;   0;   5.0;  10.3;  984.60;    8.5;   88.00;   13.0;    6.1; 
10158,       4336;19781024;    5;   5.5;   1.6;    5;   0.0;   1;    0.000;   0;   8.0;   9.5;  987.30;    7.0;   97.00;    8.6;    2.2; 
10159,       4336;19781025;    5;   8.4;   3.7;    5;   2.4;   1;    0.000;   0;   8.0;  12.2;  986.40;   10.6;   98.00;   11.6;    8.1; 
10160,       4336;19781026;    5;   7.5;   2.7;    5;   0.5;   1;    0.000;   0;   6.0;  11.4;  985.90;    8.8;   95.00;   11.9;    6.6; 
10161,       4336;19781027;    5;   6.9;   2.3;    5;   0.0;   0;    8.200;   0;   3.7;   7.6;  990.50;    6.6;   79.00;   10.2;    4.0; 
10162,       4336;19781028;    5;   3.0;   0.7;    5;   0.0;   0;    0.200;   0;   7.3;   9.3;  988.80;    8.3;   87.00;   10.8;    3.8; 
10163,       4336;19781029;    5;   4.2;   1.4;    5;   0.0;   0;    0.000;   0;   7.7;   8.8;  987.90;    8.8;   78.00;   10.7;    7.2; 
10164,       4336;19781030;    5;   6.0;   2.8;    5;   0.0;   0;    0.800;   0;   7.0;   8.0;  985.80;    7.9;   75.00;   10.1;    7.0; 
10165,       4336;19781031;    5;   4.2;   1.4;    5;   0.0;   0;    0.000;   0;   6.0;   8.4;  986.30;    6.2;   86.00;    8.0;    5.0; 
10166,       4336;19781101;    5;   4.0;   1.5;    5;   0.0;   0;    4.000;   0;   4.3;   8.4;  991.30;    6.1;   87.00;   10.7;    4.1; 
10167,       4336;19781102;    5;   4.3;   1.9;    5;   0.0;   0;    0.000;   0;   8.0;   7.6;  990.40;    3.4;   98.00;    4.8;    1.9; 
10168,       4336;19781103;    5;   4.0;   1.9;    5;   0.6;   1;    0.000;   0;   8.0;   7.7;  990.90;    3.5;   99.00;    4.3;    1.7; 
10169,       4336;19781104;    5;   3.5;   1.2;    5;   0.0;   1;    0.000;   0;   8.0;   9.4;  989.20;    6.6;   98.00;    7.7;    3.8; 
10170,       4336;19781105;    5;   8.5;   3.4;    5;   0.0;   0;    0.600;   0;   7.3;   9.6;  989.90;    7.0;   95.00;    9.2;    6.3; 
10171,       4336;19781106;    5;   8.6;   4.6;    5;   0.0;   0;    2.900;   0;   4.7;   7.9;  989.70;    5.3;   86.00;    8.0;    3.4; 
10172,       4336;19781107;    5;   7.3;   4.3;    5;   0.0;   0;    0.000;   0;   8.0;   7.0;  990.00;    2.2;   98.00;    4.4;    0.1; 
10173,       4336;19781108;    5;   6.2;   3.3;    5;   0.0;   0;    0.500;   0;   7.3;   7.1;  990.40;    2.3;   98.00;    4.7;    0.8; 
10174,       4336;19781109;    5;   6.1;   3.6;    5;   0.0;   0;    0.000;   0;   8.0;   6.1;  989.80;    0.2;   98.00;    2.4;   -1.4; 
10175,       4336;19781110;    5;   6.5;   2.8;    5;   0.0;   0;    0.000;   0;   8.0;   5.8;  986.30;   -0.3;   97.00;    1.3;   -1.6; 
10176,       4336;19781111;    5;   4.0;   1.9;    5;   0.0;   0;    0.000;   0;   8.0;   5.9;  986.80;   -0.2;   98.00;    1.0;   -1.6; 
10177,       4336;19781112;    5;   5.4;   3.0;    5;   0.0;   0;    1.100;   0;   4.7;   5.7;  984.00;   -0.4;   95.00;    2.2;   -1.9; 
10178,       4336;19781113;    5;   5.2;   1.5;    5;   0.0;   0;    4.600;   0;   4.3;   8.2;  987.70;    6.5;   86.00;   10.1;   -1.6; 
10179,       4336;19781114;    5;   5.7;   1.2;    5;   0.0;   0;    0.000;   0;   6.7;   8.5;  993.00;    5.0;   97.00;    8.9;    3.3; 
10180,       4336;19781115;    5;   9.6;   3.2;    5;   0.8;   1;    0.300;   0;   4.7;   8.3;  987.00;    7.0;   85.00;    7.8;    3.6; 
10181,       4336;19781116;    5;  11.0;   3.5;    5;   1.3;   1;    1.800;   0;   6.0;   7.6;  988.40;    5.2;   82.00;   10.0;    3.0; 
10182,       4336;19781117;    5;   4.6;   1.8;    5;   0.0;   0;    6.400;   0;   3.3;   7.5;  992.80;    4.7;   88.00;    9.2;   -0.3; 
10183,       4336;19781118;    5;   5.0;   1.6;    5;   0.0;   0;    5.600;   0;   4.3;   6.6;  988.50;    2.5;   89.00;    6.0;    0.7; 
10184,       4336;19781119;    5;   7.1;   2.3;    5;   0.0;   1;    6.600;   0;   2.7;   6.3;  983.20;    3.8;   80.00;    9.7;   -1.6; 
10185,       4336;19781120;    5;   8.8;   1.9;    5;   2.5;   1;    0.000;   0;   8.0;   8.4;  984.60;    5.2;   95.00;    5.9;    2.3; 
10186,       4336;19781121;    5;   4.6;   1.9;    5;   0.0;   1;    0.000;   0;   7.7;   7.5;  992.10;    3.4;   96.00;    5.9;    2.9; 
10187,       4336;19781122;    5;   4.4;   2.1;    5;   0.1;   1;    0.100;   0;   7.7;   8.6;  996.30;    6.1;   93.00;    8.3;    1.8; 
10188,       4336;19781123;    5;   3.4;   1.3;    5;   0.0;   0;    0.000;   0;   7.7;   9.3;  995.10;    7.3;   91.00;    8.6;    5.8; 
10189,       4336;19781124;    5;   5.9;   1.6;    5;   0.0;   0;    0.000;   0;   5.3;   6.6;  987.10;    1.3;   98.00;    7.6;    0.4; 
10190,       4336;19781125;    5;   7.6;   3.0;    5;   8.8;   1;    0.000;   0;   8.0;   7.2;  977.90;    2.7;   96.00;    3.6;    0.4; 
10191,       4336;19781126;    5;   5.5;   2.3;    5;   0.0;   7;    0.300;   0;   7.3;   5.8;  978.00;   -0.1;   95.00;    2.5;   -1.2; 
10192,       4336;19781127;    5;   7.0;   2.3;    5;   0.5;   7;    4.000;   0;   6.7;   5.4;  971.70;    0.1;   87.00;    3.3;   -1.3; 
10193,       4336;19781128;    5;   5.8;   1.6;    5;   0.9;   7;    2.400;   1;   4.7;   4.8;  968.70;   -1.8;   90.00;    0.1;   -4.4; 
10194,       4336;19781129;    5;   7.5;   3.1;    5;   0.0;   7;    5.600;   1;   3.0;   4.6;  975.60;   -1.6;   86.00;    0.6;   -4.9; 
10195,       4336;19781130;    5;   5.7;   1.8;    5;   0.0;   7;    0.500;   0;   7.3;   3.9;  977.00;   -2.2;   76.00;   -0.8;   -3.1; 
10196,       4336;19781201;    5;   6.3;   1.7;    5;   0.0;   7;    0.000;   0;   7.7;   4.8;  979.50;   -1.0;   86.00;   -0.1;   -2.7; 
10197,       4336;19781202;    5;   7.0;   3.8;    5;   0.0;   0;    3.700;   0;   6.3;   5.2;  978.30;   -0.8;   88.00;    2.4;   -2.4; 
10198,       4336;19781203;    5;   9.2;   4.8;    5;   0.0;   0;    2.800;   0;   4.7;   4.4;  972.50;   -2.4;   87.00;   -0.1;   -4.7; 
10199,       4336;19781204;    5;   9.1;   4.9;    5;   0.0;   1;    0.100;   0;   7.3;   4.7;  969.60;   -0.8;   82.00;    1.3;   -3.9; 
10200,       4336;19781205;    5;   8.0;   4.1;    5;   0.0;   0;    1.900;   0;   2.3;   3.9;  981.90;   -4.4;   85.00;   -0.5;   -6.1; 
10201,       4336;19781206;    5;  11.2;   5.2;    5;   0.0;   0;    7.200;   0;   0.0;   3.1;  979.70;   -4.4;   71.00;   -0.1;   -7.4; 
10202,       4336;19781207;    5;  12.9;   5.5;    5;   0.0;   0;    7.200;   0;   1.3;   3.3;  973.00;   -5.6;   81.00;   -1.5;   -8.4; 
10203,       4336;19781208;    5;  12.2;   4.5;    5;  23.0;   1;    0.000;   0;   7.7;   6.5;  963.10;    2.5;   92.00;    6.8;   -7.0; 
10204,       4336;19781209;    5;  11.7;   5.4;    5;   0.8;   1;    0.000;   0;   7.0;   9.4;  974.30;    7.4;   91.00;    8.2;    6.1; 
10205,       4336;19781210;    5;   7.0;   2.6;    5;   2.0;   1;    0.100;   0;   7.3;   8.1;  976.30;    8.6;   75.00;   10.0;    4.8; 
10206,       4336;19781211;    5;   6.7;   3.1;    5;   0.6;   1;    5.800;   0;   5.3;   8.8;  964.00;    9.3;   74.00;   13.5;    4.3; 
10207,       4336;19781212;    5;  14.6;   5.8;    5;   9.8;   1;    2.900;   0;   7.3;   9.8;  955.00;    8.6;   86.00;   11.6;    6.8; 
10208,       4336;19781213;    5;  19.0;   7.8;    5;   6.7;   1;    2.200;   0;   7.0;   7.5;  951.90;    6.2;   78.00;    9.4;    4.9; 
10209,       4336;19781214;    5;  17.2;   7.5;    5;   3.7;   1;    0.000;   0;   7.0;   8.1;  950.30;    4.9;   94.00;    6.6;    3.6; 
10210,       4336;19781215;    5;  14.0;   6.8;    5;   8.0;   1;    0.400;   0;   7.7;   8.5;  955.50;    5.4;   95.00;    6.6;    3.0; 
10211,       4336;19781216;    5;   6.9;   1.7;    5;   1.7;   8;    0.000;   0;   8.0;   8.2;  958.00;    4.6;   96.00;    5.7;    4.0; 
10212,       4336;19781217;    5;   9.8;   3.4;    5;   1.6;   7;    0.700;   0;   4.7;   4.8;  973.40;   -2.1;   88.00;    4.9;   -4.0; 
10213,       4336;19781218;    5;  11.8;   5.9;    5;   0.0;   7;    7.000;   1;   0.3;   3.8;  981.90;   -4.4;   84.00;   -2.7;   -5.2; 
10214,       4336;19781219;    5;  13.3;   5.0;    5;   0.0;   7;    7.100;   1;   3.3;   3.0;  970.90;   -5.4;   74.00;   -2.9;   -7.2; 
10215,       4336;19781220;    5;   7.5;   2.5;    5;   0.0;   7;    0.000;   1;   5.7;   4.1;  969.90;   -4.6;   93.00;   -1.6;   -7.4; 
10216,       4336;19781221;    5;  12.1;   5.7;    5;   0.0;   0;    0.300;   0;   5.3;   4.1;  970.70;   -3.6;   88.00;   -1.8;   -5.0; 
10217,       4336;19781222;    5;   7.2;   2.8;    5;   0.0;   1;    0.000;   0;   8.0;   4.9;  969.40;   -2.4;   95.00;   -1.3;   -4.8; 
10218,       4336;19781223;    5;   5.9;   2.8;    5;   1.6;   8;    0.000;   0;   8.0;   4.9;  969.60;   -2.7;   97.00;   -2.0;   -3.4; 
10219,       4336;19781224;    5;  11.2;   4.1;    5;   5.1;   8;    0.200;   4;   8.0;   7.4;  960.40;    4.0;   96.00;    6.7;   -3.0; 
10220,       4336;19781225;    5;  15.1;   7.0;    5;   6.0;   1;    0.400;   0;   7.0;   9.1;  966.30;    7.0;   90.00;    8.4;    6.3; 
10221,       4336;19781226;    5;  10.1;   4.6;    5;   0.5;   1;    0.200;   0;   6.7;   9.0;  972.30;    6.2;   93.00;    9.0;    4.8; 
10222,       4336;19781227;    5;   9.6;   2.8;    5;   6.2;   1;    3.000;   0;   7.7;   8.5;  963.40;    8.8;   76.00;   12.0;    4.4; 
10223,       4336;19781228;    5;  16.9;   7.8;    5;  12.2;   1;    0.300;   0;   8.0;  10.1;  959.60;    8.5;   91.00;    9.6;    7.3; 
10224,       4336;19781229;    5;  15.7;   7.2;    5;  18.6;   1;    0.000;   0;   8.0;  10.2;  953.90;    7.6;   96.00;    9.6;    6.3; 
10225,       4336;19781230;    5;  17.4;   5.9;    5;  28.9;   1;    0.000;   0;   7.7;   9.2;  956.20;    6.5;   95.00;    8.0;    5.4; 
10226,       4336;19781231;    5;  22.5;   6.5;    5;  36.3;   8;    0.000;   0;   7.7;   7.1;  946.80;    0.2;   94.00;    9.8;   -5.5; 
10227,       4336;19790101;    5;   9.4;   2.7;    5;   0.3;   7;    4.100;   2;   4.7;   2.1;  974.10;  -11.1;   84.00;   -5.5;  -15.6; 
10228,       4336;19790102;    5;  10.5;   3.1;    5;   2.5;   7;    0.000;   2;   5.3;   3.2;  978.80;   -7.1;   92.00;   -4.7;  -12.6; 
10229,       4336;19790103;    5;   9.4;   2.9;    5;   0.0;   0;    1.800;   6;   4.3;   2.9;  980.50;   -8.5;   88.00;   -3.3;  -11.4; 
10230,       4336;19790104;    5;  11.5;   5.9;    5;   0.0;   0;    2.000;   6;   6.7;   2.9;  969.00;   -8.3;   85.00;   -6.0;  -11.4; 
10231,       4336;19790105;    5;  10.4;   5.5;    5;   0.0;   0;    3.800;   6;   4.0;   2.3;  979.00;  -11.2;   88.00;   -8.0;  -13.2; 
10232,       4336;19790106;    5;   6.7;   2.4;    5;   0.0;   6;    6.800;   4;   2.7;   2.5;  987.30;   -9.4;   86.00;   -7.7;  -14.1; 
10233,       4336;19790107;    5;   4.4;   1.2;    5;   0.0;   0;    0.000;   3;   7.7;   3.0;  990.30;   -9.6;   96.00;   -7.2;  -11.1; 
10234,       4336;19790108;    5;   2.4;   0.6;    5;   0.3;   6;    0.000;   3;   7.7;   4.2;  982.20;   -4.2;   97.00;   -2.2;  -11.0; 
10235,       4336;19790109;    5;   8.8;   2.7;    5;   1.9;   8;    0.000;   2;   7.7;   6.3;  970.50;    0.5;   98.00;    1.7;   -2.7; 
10236,       4336;19790110;    5;  14.3;   5.9;    5;   6.4;   8;    0.200;   4;   7.3;   5.3;  955.40;   -0.2;   89.00;    0.8;   -1.9; 
10237,       4336;19790111;    5;  14.2;   6.8;    5;   0.7;   7;    0.500;  15;   7.7;   5.7;  947.50;   -0.4;   96.00;    0.3;   -0.7; 
10238,       4336;19790112;    5;  14.5;   5.2;    5;   0.0;   7;    0.200;  17;   6.7;   5.3;  962.50;   -0.8;   91.00;    0.9;   -1.5; 
